timestamp\y, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, Net X Velocity, Net Y Velocity
32.0000, 5, 6, 3, 5, 5, 7, 6, 6, 6, 5, 7, 7, 6, 7, 9, 7, 8, 8, 8, 8, 9, 8, 9, 8, 8, 5, 9, 5, 3, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.101059, 0.206331
33.0000, 4, 7, 3, 4, 6, 7, 7, 5, 6, 4, 7, 4, 7, 7, 8, 8, 7, 10, 7, 9, 7, 7, 8, 9, 10, 7, 6, 6, 5, 4, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.020295, 0.354845
34.0000, 3, 8, 3, 5, 5, 7, 4, 6, 6, 4, 6, 6, 9, 7, 7, 7, 7, 8, 8, 7, 8, 7, 9, 8, 8, 9, 7, 6, 6, 2, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.178681, 0.243830
35.0000, 3, 6, 4, 3, 5, 6, 7, 6, 3, 7, 5, 5, 8, 7, 11, 8, 6, 10, 8, 6, 7, 7, 9, 5, 8, 7, 8, 7, 6, 4, 3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.142196, 0.075001
36.0000, 2, 6, 6, 3, 5, 4, 9, 4, 5, 6, 3, 6, 10, 7, 9, 9, 10, 9, 7, 9, 4, 9, 7, 4, 7, 7, 6, 8, 5, 5, 3, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.191404, -0.138786
37.0000, 5, 5, 5, 3, 4, 6, 7, 5, 4, 4, 4, 8, 10, 8, 7, 11, 8, 8, 7, 10, 6, 7, 7, 5, 5, 8, 7, 7, 4, 4, 4, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.204146, -0.119924
38.0000, 5, 8, 2, 6, 2, 8, 6, 3, 6, 5, 3, 9, 9, 8, 9, 9, 9, 10, 5, 7, 7, 6, 6, 5, 6, 8, 7, 7, 4, 4, 4, 3, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.007617, -0.263243
39.0000, 7, 8, 3, 5, 4, 6, 5, 5, 5, 5, 8, 7, 9, 7, 10, 7, 9, 7, 7, 7, 5, 8, 5, 4, 6, 7, 7, 7, 5, 2, 5, 3, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.037152, -0.165190
40.0000, 7, 7, 5, 3, 3, 8, 4, 4, 7, 6, 8, 9, 7, 11, 9, 9, 7, 6, 9, 5, 5, 5, 5, 5, 5, 7, 6, 7, 4, 3, 5, 2, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.201930, -0.132548
41.0000, 6, 8, 4, 2, 5, 6, 6, 3, 7, 6, 9, 11, 8, 9, 10, 8, 9, 7, 5, 6, 8, 6, 2, 5, 6, 7, 5, 6, 3, 4, 4, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.137836, -0.121216
