timestamp\y, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, Net X Velocity, Net Y Velocity
0.0000, 40, 40, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.090000, 0.790000
1.1000, 39, 35, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013368, 0.068374
2.0000, 38, 33, 22, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.039517, 0.140013
3.0000, 38, 27, 18, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.110626, 0.152273
4.0000, 35, 23, 20, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.162753, 0.229731
5.1000, 34, 21, 15, 16, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.003538, 0.251368
6.1000, 30, 17, 15, 15, 13, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.030361, 0.229228
7.1000, 26, 19, 14, 14, 11, 10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.097892, 0.333054
8.1000, 24, 14, 15, 15, 12, 9, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.062098, 0.348082
9.1000, 22, 16, 15, 12, 11, 9, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.200072, 0.194448
10.1000, 22, 14, 12, 14, 11, 10, 6, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.175971, 0.254128
11.1000, 22, 14, 13, 10, 11, 8, 8, 9, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.252006, 0.130783
12.1000, 22, 12, 12, 11, 10, 8, 8, 8, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.007103, 0.168358
13.1000, 21, 11, 11, 10, 12, 7, 10, 6, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.126038, 0.229390
14.1000, 21, 10, 10, 8, 10, 10, 6, 8, 6, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.038885, 0.379917
15.1000, 21, 4, 10, 10, 9, 10, 8, 6, 9, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.054178, 0.359704
16.1000, 21, 1, 11, 9, 9, 8, 10, 6, 8, 6, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.080243, 0.472286
17.1000, 20, 3, 6, 10, 9, 6, 9, 9, 6, 8, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.073374, 0.286208
18.1000, 20, 4, 5, 7, 7, 8, 9, 10, 7, 6, 7, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.261528, 0.214510
19.0000, 21, 3, 5, 8, 8, 7, 7, 9, 7, 8, 5, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.324808, -0.073677
20.0000, 20, 4, 4, 10, 7, 7, 7, 8, 8, 8, 6, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.226111, -0.031129
21.0000, 20, 4, 7, 8, 6, 7, 8, 8, 8, 6, 5, 8, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.009083, -0.003980
22.0000, 21, 4, 7, 5, 7, 8, 9, 8, 6, 7, 6, 6, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.104618, 0.132355
23.0000, 20, 4, 5, 7, 8, 8, 4, 9, 7, 6, 7, 6, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.243731, 0.322467
24.0000, 20, 3, 4, 5, 7, 6, 7, 9, 8, 8, 8, 5, 3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125569, 0.199176
25.0000, 20, 1, 6, 4, 6, 7, 9, 7, 6, 9, 9, 2, 6, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.012019, 0.233935
26.0000, 20, 1, 5, 6, 7, 8, 6, 7, 7, 6, 7, 5, 5, 6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.208242, -0.283148
27.0000, 20, 5, 4, 7, 8, 4, 6, 5, 8, 5, 7, 7, 3, 5, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.193454, 0.067937
28.0000, 22, 4, 3, 6, 7, 6, 4, 6, 8, 5, 7, 7, 1, 5, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.011662, 0.148401
29.0000, 20, 6, 5, 6, 7, 3, 6, 6, 5, 5, 4, 6, 7, 4, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.262010, -0.102221
30.0000, 20, 5, 6, 7, 6, 6, 6, 4, 7, 4, 6, 6, 3, 4, 6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.402579, -0.155331
31.0000, 20, 6, 3, 7, 6, 4, 9, 5, 6, 5, 7, 5, 4, 5, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.020336, 0.326668
32.0000, 21, 5, 5, 6, 5, 5, 7, 5, 7, 7, 4, 5, 4, 4, 5, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.225743, -0.136444
33.0000, 20, 6, 8, 4, 8, 4, 5, 6, 5, 6, 5, 5, 5, 2, 5, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.051712, -0.174028
34.0000, 21, 6, 7, 6, 6, 8, 3, 6, 9, 3, 5, 3, 4, 3, 5, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.163207, -0.160902
35.0000, 20, 4, 6, 5, 7, 8, 7, 6, 4, 7, 6, 4, 4, 3, 5, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.194091, 0.258513
36.0000, 20, 6, 3, 7, 5, 6, 6, 6, 6, 8, 5, 4, 5, 4, 4, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.280499, 0.169709
37.0000, 20, 1, 7, 7, 4, 8, 5, 6, 5, 10, 4, 4, 6, 5, 1, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.331862, 0.089376
38.0000, 20, 0, 5, 6, 6, 8, 6, 7, 4, 8, 6, 7, 4, 3, 5, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.013575, 0.192865
39.0000, 20, 0, 5, 4, 5, 8, 8, 4, 8, 5, 7, 5, 6, 5, 5, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.070058, 0.070884
40.0000, 20, 0, 4, 7, 5, 7, 6, 7, 5, 6, 6, 6, 6, 4, 5, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.304470, -0.004334
41.0000, 20, 1, 4, 5, 8, 6, 5, 5, 3, 9, 5, 5, 7, 5, 5, 5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022065, 0.112863
42.0000, 20, 2, 5, 5, 7, 5, 5, 5, 3, 7, 5, 5, 6, 6, 4, 5, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.300430, 0.083097
43.0000, 20, 2, 6, 6, 5, 5, 5, 5, 4, 7, 5, 6, 5, 5, 4, 4, 4, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.075687, -0.093270
44.0000, 21, 3, 4, 7, 5, 5, 4, 5, 3, 7, 5, 6, 7, 4, 5, 5, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.023841, -0.047659
45.0000, 20, 6, 4, 7, 6, 4, 2, 5, 5, 7, 4, 6, 4, 6, 4, 5, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.050628, -0.292555
46.0000, 20, 5, 5, 8, 6, 4, 4, 5, 5, 7, 2, 6, 6, 5, 3, 5, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.151951, -0.216074
47.0000, 21, 6, 6, 8, 4, 4, 6, 3, 6, 4, 5, 4, 8, 5, 2, 5, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.282247, -0.218319
48.0000, 20, 7, 6, 6, 5, 5, 7, 2, 7, 5, 6, 4, 6, 5, 2, 4, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.029513, -0.062746
49.0000, 22, 6, 8, 5, 4, 5, 6, 3, 7, 5, 6, 5, 6, 3, 4, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.060356, -0.275365
50.0000, 20, 7, 8, 7, 3, 5, 6, 5, 5, 7, 5, 7, 4, 3, 4, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.131654, 0.150394
51.0000, 20, 6, 5, 8, 4, 3, 8, 4, 6, 6, 6, 4, 7, 3, 5, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.072152, 0.342578
52.0000, 20, 4, 6, 7, 5, 4, 5, 6, 5, 9, 5, 5, 5, 4, 4, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.071007, 0.092640
53.0000, 20, 6, 6, 5, 5, 4, 6, 6, 6, 5, 6, 6, 3, 3, 6, 4, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.354777, -0.169985
54.0000, 20, 9, 6, 6, 2, 7, 6, 4, 6, 7, 6, 3, 2, 4, 6, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.048242, -0.295457
55.0000, 20, 5, 6, 8, 4, 4, 8, 8, 3, 8, 5, 5, 3, 3, 5, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.153525, 0.185430
56.0000, 20, 4, 5, 7, 7, 4, 4, 8, 5, 8, 5, 5, 4, 5, 4, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.172454, 0.268610
57.0000, 20, 5, 6, 6, 6, 5, 7, 5, 4, 7, 7, 3, 4, 5, 4, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.243885, -0.175121
58.0000, 20, 5, 7, 4, 7, 4, 7, 7, 3, 7, 6, 4, 4, 3, 5, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.289620, 0.183765
59.0000, 20, 5, 4, 7, 5, 5, 5, 8, 4, 7, 5, 5, 3, 4, 4, 5, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.240251, 0.229942
