timestamp\y, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, Net X Velocity, Net Y Velocity
0.0000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.103405, -0.381732
0.1000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.193614, -0.252442
0.2000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.365407, -0.116162
0.3000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.401020, -0.075191
0.4000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.533282, -0.027876
0.5000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.754286, 0.049539
0.6000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.946370, 0.032917
0.7000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.857261, 0.134986
0.8000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.911942, 0.208293
0.9000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.895638, 0.202328
1.0000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.909234, 0.197806
1.1000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.674309, 0.130018
1.2000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.680984, 0.090671
1.3000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.689709, 0.134044
1.4000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.757706, 0.147678
1.5000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.789404, 0.094702
1.6000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.635954, 0.128643
1.7000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.534466, 0.109596
1.8000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.781977, 0.114898
1.9000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.647630, 0.109823
2.0000, 7, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0.631200, 0.217346
2.1000, 7, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0.520616, 0.170304
2.2000, 7, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0.627164, 0.296872
2.3000, 7, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0.643093, 0.312920
2.4000, 7, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0.521037, 0.190123
2.5000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.666963, 0.184141
2.6000, 7, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0.580428, 0.183911
2.7000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.545041, 0.129112
2.8000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.689822, 0.233433
2.9000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.651662, 0.071842
3.0000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.592561, 0.121573
3.1000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.538264, 0.031966
3.2000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.519980, 0.104928
3.3000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.718001, -0.032604
3.4000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.686329, 0.054698
3.5000, 7, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0.549300, 0.129858
3.6000, 7, 10, 2, 1, 0, 0, 0, 0, 0, 0, 0.624746, 0.169214
3.7000, 7, 10, 2, 1, 0, 0, 0, 0, 0, 0, 0.595176, 0.139935
3.8000, 7, 10, 1, 2, 0, 0, 0, 0, 0, 0, 0.591450, 0.213383
3.9000, 6, 11, 1, 2, 0, 0, 0, 0, 0, 0, 0.605007, 0.209296
4.0000, 7, 10, 1, 2, 0, 0, 0, 0, 0, 0, 0.489437, 0.200516
4.1000, 7, 10, 1, 2, 0, 0, 0, 0, 0, 0, 0.487368, 0.135664
4.2000, 7, 10, 1, 2, 0, 0, 0, 0, 0, 0, 0.602802, 0.107784
4.3000, 7, 10, 1, 2, 0, 0, 0, 0, 0, 0, 0.449116, 0.098960
4.4000, 8, 9, 1, 2, 0, 0, 0, 0, 0, 0, 0.439368, 0.008188
4.5000, 8, 9, 1, 2, 0, 0, 0, 0, 0, 0, 0.478071, -0.086395
4.6000, 8, 9, 1, 2, 0, 0, 0, 0, 0, 0, 0.462812, -0.141934
4.7000, 9, 8, 1, 2, 0, 0, 0, 0, 0, 0, 0.339251, -0.288647
4.8000, 9, 8, 1, 2, 0, 0, 0, 0, 0, 0, 0.232475, -0.332955
4.9000, 10, 7, 1, 2, 0, 0, 0, 0, 0, 0, 0.484305, -0.208147
5.0000, 10, 7, 1, 2, 0, 0, 0, 0, 0, 0, 0.350429, -0.095290
5.1000, 10, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0.537861, -0.136006
5.2000, 10, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0.393664, -0.057678
5.3000, 10, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0.445694, 0.038990
5.4000, 10, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0.370419, 0.060280
