timestamp\y, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, Net X Velocity, Net Y Velocity
0.0000, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0.006402, 0.069606
10.1000, 54, 13, 15, 14, 11, 9, 15, 20, 14, 14, 20, 23, 20, 14, 16, 13, 11, 21, 7, 76, 0.006104, 0.031116
20.0000, 101, 13, 12, 8, 5, 12, 8, 7, 11, 6, 2, 11, 15, 7, 8, 9, 8, 11, 13, 133, 0.000697, 0.002974
30.0000, 128, 9, 6, 8, 10, 2, 5, 2, 7, 5, 8, 3, 7, 5, 4, 7, 5, 11, 5, 163, 0.000343, -0.002348
40.0000, 146, 5, 1, 8, 5, 1, 5, 4, 6, 1, 1, 9, 4, 4, 6, 3, 4, 3, 1, 183, -0.000219, -0.002228
50.0000, 153, 2, 5, 2, 4, 6, 4, 3, 2, 1, 1, 3, 4, 8, 5, 1, 5, 5, 1, 185, -0.000191, -0.000565
60.0000, 157, 4, 4, 3, 4, 2, 2, 2, 3, 2, 1, 1, 2, 6, 6, 2, 5, 3, 2, 189, -0.000072, 0.000176
70.0000, 162, 4, 4, 1, 1, 2, 1, 4, 2, 1, 2, 2, 2, 1, 6, 4, 3, 3, 2, 193, 0.000092, 0.000411
80.1000, 169, 0, 2, 1, 0, 2, 1, 5, 1, 1, 1, 4, 1, 0, 5, 4, 4, 2, 1, 196, 0.000092, 0.001428
90.1000, 170, 0, 1, 1, 0, 2, 3, 1, 4, 1, 0, 2, 3, 1, 3, 5, 0, 3, 3, 197, 0.000092, 0.001561
100.1000, 170, 0, 2, 0, 0, 2, 3, 1, 3, 2, 1, 1, 1, 2, 2, 7, 0, 0, 3, 200, 0.000092, 0.000615
110.1000, 170, 0, 2, 0, 2, 0, 3, 3, 1, 0, 3, 1, 1, 2, 2, 3, 4, 0, 2, 201, 0.000003, 0.000287
120.1000, 170, 1, 1, 1, 1, 0, 4, 2, 1, 1, 2, 1, 1, 2, 1, 3, 4, 1, 1, 202, 0.000003, 0.000068
130.1000, 170, 2, 1, 1, 0, 1, 5, 0, 2, 0, 0, 4, 0, 2, 1, 2, 2, 3, 2, 202, -0.000042, 0.000068
140.1000, 171, 2, 1, 0, 0, 3, 2, 1, 2, 0, 0, 2, 3, 2, 1, 1, 0, 4, 2, 203, -0.000042, -0.000269
150.1000, 172, 2, 0, 0, 2, 1, 1, 3, 1, 0, 0, 2, 2, 3, 1, 1, 0, 2, 3, 204, -0.000080, -0.000132
160.1000, 172, 2, 0, 1, 1, 1, 1, 3, 1, 0, 0, 3, 1, 3, 1, 1, 0, 0, 4, 205, -0.000080, -0.000324
170.1000, 173, 1, 1, 1, 1, 0, 2, 1, 2, 0, 1, 2, 2, 0, 3, 1, 0, 0, 4, 205, -0.000023, -0.000142
180.1000, 173, 2, 0, 1, 1, 1, 1, 1, 2, 0, 2, 1, 2, 0, 1, 3, 0, 0, 1, 208, -0.000023, -0.000142
190.1000, 174, 1, 1, 0, 1, 1, 1, 1, 2, 0, 3, 1, 1, 0, 1, 2, 1, 0, 1, 208, -0.000023, -0.000243
200.1000, 175, 1, 0, 0, 2, 0, 1, 1, 2, 0, 3, 1, 1, 1, 0, 1, 1, 1, 1, 208, 0.000006, -0.000243
210.1000, 175, 1, 0, 1, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 0, 1, 0, 2, 1, 208, 0.000006, -0.000243
220.1000, 176, 0, 0, 2, 0, 0, 1, 0, 2, 2, 3, 0, 1, 1, 0, 1, 0, 1, 2, 208, 0.000006, -0.000243
230.1000, 176, 0, 0, 2, 0, 0, 1, 0, 2, 2, 3, 1, 0, 1, 0, 1, 0, 0, 2, 209, 0.000006, -0.000286
240.1000, 176, 0, 1, 1, 0, 0, 1, 0, 3, 1, 3, 1, 0, 1, 0, 1, 0, 0, 1, 210, 0.000006, -0.000251
250.1000, 176, 1, 1, 0, 0, 0, 1, 0, 3, 2, 2, 1, 0, 1, 0, 1, 0, 0, 1, 210, 0.000006, -0.000428
260.1000, 176, 1, 1, 0, 0, 0, 1, 1, 1, 3, 2, 1, 1, 0, 0, 1, 0, 0, 1, 210, 0.000006, -0.000428
270.1000, 177, 0, 1, 0, 0, 0, 1, 1, 1, 3, 2, 1, 1, 0, 0, 1, 0, 0, 1, 210, 0.000006, -0.000428
280.1000, 177, 0, 1, 0, 0, 0, 1, 1, 2, 2, 1, 2, 1, 0, 0, 1, 0, 0, 1, 210, 0.000006, -0.000279
290.1000, 177, 1, 0, 0, 0, 0, 2, 0, 2, 2, 2, 1, 1, 0, 0, 1, 0, 0, 1, 210, 0.000006, -0.000279
300.1000, 177, 1, 0, 0, 0, 0, 2, 0, 3, 1, 2, 1, 1, 0, 0, 1, 0, 0, 1, 210, 0.000006, -0.000279
310.0000, 177, 1, 0, 0, 0, 2, 0, 1, 2, 2, 1, 0, 2, 0, 0, 1, 0, 0, 1, 210, 0.000006, -0.000279
320.0000, 178, 0, 0, 0, 0, 2, 0, 1, 2, 1, 2, 1, 1, 0, 0, 1, 0, 0, 1, 210, 0.000006, -0.000279
330.0000, 178, 0, 0, 0, 0, 2, 0, 1, 2, 1, 2, 1, 1, 0, 0, 1, 0, 0, 1, 210, 0.000006, -0.000279
340.0000, 178, 0, 0, 0, 1, 1, 1, 0, 2, 1, 2, 1, 1, 0, 0, 1, 0, 0, 1, 210, 0.000006, -0.000215
350.0000, 178, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 0, 1, 210, 0.000006, -0.000215
360.0000, 178, 0, 0, 1, 0, 2, 0, 1, 1, 2, 1, 1, 0, 1, 0, 1, 0, 0, 1, 210, 0.000006, -0.000215
370.0000, 178, 0, 0, 1, 0, 2, 0, 1, 1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 210, 0.000006, -0.000215
380.0000, 178, 0, 0, 1, 0, 2, 0, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 1, 210, 0.000006, -0.000215
390.0000, 178, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 1, 210, 0.000006, -0.000215
400.0000, 178, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 1, 210, 0.000006, -0.000215
410.0000, 178, 1, 0, 0, 1, 1, 1, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 1, 210, 0.000006, -0.000215
420.0000, 178, 1, 0, 1, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 2, 0, 0, 1, 210, 0.000006, -0.000215
430.0000, 178, 1, 0, 1, 0, 1, 1, 0, 2, 1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 210, 0.000006, -0.000215
440.0000, 179, 0, 0, 1, 0, 1, 1, 0, 3, 1, 0, 0, 1, 0, 0, 2, 0, 0, 1, 210, 0.000006, -0.000215
450.0000, 179, 0, 1, 0, 0, 1, 1, 0, 3, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 210, 0.000006, -0.000115
460.0000, 179, 0, 1, 0, 0, 2, 0, 0, 3, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 211, 0.000006, -0.000115
470.0000, 179, 0, 1, 0, 0, 2, 0, 0, 3, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 211, 0.000006, -0.000115
480.0000, 179, 1, 0, 0, 1, 1, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 211, 0.000006, -0.000115
490.0000, 179, 1, 0, 0, 1, 1, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 211, 0.000006, -0.000115
500.0000, 180, 0, 0, 0, 1, 1, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 211, 0.000006, -0.000115
510.0000, 180, 0, 0, 0, 1, 1, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 211, 0.000006, -0.000115
520.0000, 180, 0, 0, 0, 2, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 211, 0.000006, -0.000027
530.0000, 180, 0, 0, 0, 2, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 211, 0.000006, -0.000027
540.0000, 180, 0, 0, 0, 2, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 211, 0.000006, -0.000027
550.0000, 180, 0, 0, 0, 2, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 211, 0.000006, -0.000027
560.0000, 180, 0, 0, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 212, 0.000006, -0.000027
570.0000, 180, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 212, 0.000006, -0.000027
580.0000, 180, 0, 0, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 212, 0.000006, -0.000098
590.0000, 180, 0, 0, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 212, 0.000006, -0.000098
600.0000, 180, 0, 0, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 212, 0.000006, -0.000098
610.0000, 180, 0, 0, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 212, 0.000006, -0.000098
620.0000, 180, 0, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 212, 0.000006, -0.000098
630.0000, 180, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 212, 0.000006, -0.000098
640.0000, 180, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 212, 0.000006, -0.000104
650.0000, 180, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 212, 0.000006, -0.000104
660.0000, 180, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 212, 0.000006, -0.000104
670.0000, 180, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 212, 0.000006, -0.000104
680.0000, 180, 1, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 212, 0.000006, -0.000104
690.0000, 180, 1, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 212, 0.000006, -0.000104
700.0000, 180, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 212, -0.000005, -0.000104
710.0000, 180, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 212, -0.000005, -0.000104
720.0000, 180, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 212, -0.000005, -0.000104
730.0000, 180, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 212, -0.000005, -0.000104
740.0000, 181, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 212, -0.000005, -0.000104
750.0000, 181, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 212, -0.000005, -0.000104
760.0000, 181, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 212, -0.000005, -0.000104
770.0000, 181, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 212, -0.000005, -0.000059
780.0000, 181, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 212, -0.000005, -0.000059
790.0000, 181, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 212, -0.000005, -0.000059
800.0000, 181, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 212, -0.000005, -0.000059
810.0000, 181, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 213, -0.000005, -0.000059
820.0000, 181, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 213, -0.000005, -0.000059
830.0000, 181, 0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 213, -0.000005, -0.000059
840.0000, 181, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
850.0000, 181, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
860.0000, 181, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
870.0000, 181, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
880.0000, 181, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
890.0000, 181, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
900.0000, 181, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
910.0000, 181, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
920.0000, 181, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
930.0000, 181, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
940.0000, 181, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
950.0000, 181, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
960.0000, 181, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
970.0000, 182, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
980.0000, 182, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
990.0000, 183, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
1000.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000105
1010.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000068
1020.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1030.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1040.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1050.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1060.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1070.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1080.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1090.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1100.0000, 183, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1110.0000, 183, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1120.0000, 183, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1130.0000, 183, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1140.0000, 183, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1150.0000, 183, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1160.0000, 183, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1170.0000, 184, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1180.0000, 184, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1190.0000, 184, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1200.0000, 184, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 213, -0.000005, -0.000027
1210.1000, 184, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 213, -0.000005, -0.000027
1220.1000, 184, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 213, -0.000005, -0.000027
