timestamp\y, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, Net X Velocity, Net Y Velocity
0.0000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.043949, 0.073346
0.1000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, -0.023166, 0.069398
0.2000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, -0.152398, 0.061666
0.3000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.021569, 0.229131
0.4000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.144315, 0.144040
0.5000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.238217, 0.101561
0.6000, 10, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0.434917, 0.077973
0.7000, 9, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0.354106, -0.063363
0.8000, 9, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0.461592, 0.038766
0.9000, 9, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0.614059, 0.094103
1.0000, 9, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0.602457, 0.090391
1.1000, 10, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0.731725, 0.164079
1.2000, 9, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0.727108, 0.233526
1.3000, 9, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0.579777, 0.251950
1.4000, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0.425024, 0.257969
1.5000, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0.519124, 0.338513
1.6000, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0.402034, 0.380136
1.7000, 7, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0.550071, 0.503076
1.8000, 7, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0.476914, 0.492415
1.9000, 7, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0.444024, 0.525486
2.0000, 6, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0.415940, 0.551769
2.1000, 6, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0.384862, 0.454270
2.2000, 6, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0.484318, 0.589170
2.3000, 3, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0.533473, 0.639851
2.4000, 1, 12, 7, 0, 0, 0, 0, 0, 0, 0, 0.425423, 0.621893
2.5000, 0, 13, 7, 0, 0, 0, 0, 0, 0, 0, 0.310461, 0.535445
2.6000, 0, 13, 6, 1, 0, 0, 0, 0, 0, 0, 0.427259, 0.580962
2.7000, 0, 11, 8, 1, 0, 0, 0, 0, 0, 0, 0.504659, 0.555682
2.8000, 0, 10, 9, 1, 0, 0, 0, 0, 0, 0, 0.518434, 0.496089
2.9000, 0, 10, 9, 1, 0, 0, 0, 0, 0, 0, 0.517987, 0.415166
3.0000, 0, 10, 9, 1, 0, 0, 0, 0, 0, 0, 0.550128, 0.363396
3.1000, 0, 10, 9, 1, 0, 0, 0, 0, 0, 0, 0.480939, 0.514194
3.2000, 0, 10, 9, 1, 0, 0, 0, 0, 0, 0, 0.477114, 0.550662
3.3000, 0, 10, 9, 1, 0, 0, 0, 0, 0, 0, 0.553946, 0.555187
