timestamp\y, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, Net X Velocity, Net Y Velocity
0.0000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.428335, -0.213736
0.1000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.513332, -0.044299
0.2000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.454776, 0.040907
0.3000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.431353, -0.057771
0.4000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.434129, -0.081511
0.5000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.340844, 0.011362
0.6000, 11, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0.334271, -0.036764
0.7000, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0.238462, -0.117286
0.8000, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0.184934, 0.018564
0.9000, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, -0.065424, 0.143739
1.0000, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, -0.057100, 0.102363
1.1000, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, -0.014438, 0.115953
1.2000, 11, 8, 1, 0, 0, 0, 0, 0, 0, 0, -0.130887, 0.163697
1.3000, 11, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0.173600, 0.313984
1.4000, 9, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0.059876, 0.425448
1.5000, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0.059900, 0.470854
1.6000, 8, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0.181028, 0.318849
1.7000, 7, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0.141346, 0.443785
1.8000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.348296, 0.287641
1.9000, 7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0.271484, 0.452030
2.0000, 7, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0.268503, 0.407725
2.1000, 5, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0.386957, 0.559595
2.2000, 5, 11, 4, 0, 0, 0, 0, 0, 0, 0, 0.297535, 0.560075
2.3000, 2, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0.266704, 0.640018
2.4000, 2, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0.203717, 0.598670
2.5000, 2, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0.224032, 0.584011
2.6000, 2, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0.174499, 0.585563
2.7000, 2, 11, 7, 0, 0, 0, 0, 0, 0, 0, 0.107027, 0.702439
2.8000, 2, 10, 7, 1, 0, 0, 0, 0, 0, 0, 0.025418, 0.683266
2.9000, 1, 10, 8, 1, 0, 0, 0, 0, 0, 0, 0.022460, 0.716838
3.0000, 1, 10, 8, 1, 0, 0, 0, 0, 0, 0, 0.103579, 0.555175
3.1000, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0, -0.007956, 0.633157
3.2000, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0, -0.046051, 0.664152
3.3000, 1, 9, 8, 2, 0, 0, 0, 0, 0, 0, 0.052325, 0.729844
3.4000, 1, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0.037621, 0.707993
3.5000, 1, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0.002993, 0.526957
3.6000, 1, 5, 11, 3, 0, 0, 0, 0, 0, 0, 0.046454, 0.645219
3.7000, 1, 5, 9, 5, 0, 0, 0, 0, 0, 0, 0.208200, 0.319089
3.8000, 1, 4, 10, 5, 0, 0, 0, 0, 0, 0, 0.179062, 0.481173
3.9000, 1, 3, 10, 6, 0, 0, 0, 0, 0, 0, 0.257425, 0.693390
4.0000, 1, 3, 9, 6, 1, 0, 0, 0, 0, 0, 0.241822, 0.492645
4.1000, 1, 3, 9, 6, 1, 0, 0, 0, 0, 0, 0.323367, 0.512978
4.2000, 1, 3, 9, 6, 1, 0, 0, 0, 0, 0, 0.339963, 0.548714
4.3000, 1, 3, 9, 6, 1, 0, 0, 0, 0, 0, 0.264591, 0.468959
4.4000, 1, 3, 7, 8, 1, 0, 0, 0, 0, 0, 0.296601, 0.517930
4.5000, 1, 3, 6, 9, 1, 0, 0, 0, 0, 0, 0.165403, 0.581757
4.6000, 1, 3, 6, 8, 2, 0, 0, 0, 0, 0, 0.100248, 0.674873
4.7000, 1, 3, 6, 8, 2, 0, 0, 0, 0, 0, 0.150213, 0.556583
4.8000, 1, 3, 4, 10, 2, 0, 0, 0, 0, 0, 0.156409, 0.450708
4.9000, 1, 3, 3, 11, 2, 0, 0, 0, 0, 0, 0.190110, 0.615636
5.0000, 1, 3, 3, 10, 3, 0, 0, 0, 0, 0, 0.126170, 0.641157
5.1000, 1, 3, 3, 9, 4, 0, 0, 0, 0, 0, 0.209920, 0.759968
5.2000, 1, 3, 3, 8, 4, 1, 0, 0, 0, 0, 0.208004, 0.650699
5.3000, 1, 3, 2, 9, 4, 1, 0, 0, 0, 0, 0.151092, 0.751165
5.4000, 1, 2, 2, 9, 5, 1, 0, 0, 0, 0, 0.136808, 0.699451
5.5000, 1, 2, 1, 9, 6, 1, 0, 0, 0, 0, 0.134307, 0.795693
5.6000, 0, 3, 1, 9, 6, 1, 0, 0, 0, 0, 0.174744, 0.820866
5.7000, 0, 3, 1, 8, 7, 1, 0, 0, 0, 0, 0.090288, 0.731024
5.8000, 0, 3, 1, 7, 7, 2, 0, 0, 0, 0, 0.073592, 0.626704
5.9000, 0, 3, 1, 6, 8, 2, 0, 0, 0, 0, 0.137804, 0.791204
6.0000, 0, 3, 1, 5, 9, 2, 0, 0, 0, 0, 0.028226, 0.769860
6.1000, 0, 2, 2, 4, 10, 2, 0, 0, 0, 0, -0.045807, 0.655974
6.2000, 0, 2, 2, 4, 9, 3, 0, 0, 0, 0, -0.044737, 0.783726
6.3000, 0, 2, 2, 4, 9, 3, 0, 0, 0, 0, -0.041092, 0.722168
6.4000, 0, 2, 2, 4, 8, 3, 1, 0, 0, 0, -0.072908, 0.617351
6.5000, 0, 2, 2, 4, 8, 3, 1, 0, 0, 0, -0.113963, 0.541369
6.6000, 0, 2, 2, 3, 9, 3, 1, 0, 0, 0, -0.128811, 0.436590
6.7000, 0, 2, 2, 3, 8, 4, 1, 0, 0, 0, 0.105904, 0.484565
6.8000, 0, 2, 2, 3, 7, 5, 1, 0, 0, 0, 0.197184, 0.406386
6.9000, 0, 2, 1, 4, 7, 5, 1, 0, 0, 0, 0.318965, 0.402672
7.0000, 0, 2, 1, 4, 7, 4, 2, 0, 0, 0, 0.193956, 0.350400
7.1000, 0, 2, 1, 4, 8, 3, 2, 0, 0, 0, 0.193703, 0.247260
7.2000, 0, 2, 1, 3, 8, 4, 2, 0, 0, 0, 0.166064, 0.258127
7.3000, 0, 2, 1, 3, 8, 4, 2, 0, 0, 0, 0.176673, 0.052275
7.4000, 0, 2, 0, 4, 8, 4, 2, 0, 0, 0, 0.095007, 0.147259
7.5000, 0, 2, 0, 4, 8, 4, 2, 0, 0, 0, 0.185233, 0.067634
7.6000, 0, 2, 0, 4, 8, 3, 3, 0, 0, 0, 0.118129, 0.016690
7.7000, 0, 2, 0, 5, 6, 4, 3, 0, 0, 0, 0.113317, 0.174835
7.8000, 0, 2, 0, 6, 5, 3, 3, 1, 0, 0, 0.172875, 0.016890
7.9000, 0, 2, 0, 6, 5, 3, 3, 1, 0, 0, 0.163088, 0.065231
8.0000, 0, 0, 3, 5, 5, 3, 3, 1, 0, 0, 0.047259, -0.020098
8.1000, 0, 0, 3, 5, 5, 3, 3, 1, 0, 0, 0.028229, 0.086941
8.2000, 0, 0, 3, 6, 4, 3, 3, 1, 0, 0, -0.092399, 0.021455
8.3000, 0, 0, 3, 8, 2, 3, 3, 1, 0, 0, -0.104330, 0.166894
8.4000, 0, 0, 3, 8, 2, 3, 3, 1, 0, 0, -0.183669, 0.012565
8.5000, 0, 1, 2, 8, 2, 3, 3, 1, 0, 0, -0.203781, -0.133871
8.6000, 0, 1, 3, 7, 2, 2, 4, 1, 0, 0, -0.051942, 0.117276
8.7000, 0, 1, 3, 7, 1, 3, 4, 1, 0, 0, -0.169106, 0.025232
8.8000, 0, 1, 4, 6, 1, 3, 4, 1, 0, 0, -0.249877, -0.106625
8.9000, 0, 1, 4, 6, 1, 2, 4, 2, 0, 0, -0.318391, -0.181900
9.0000, 0, 1, 4, 6, 1, 1, 5, 2, 0, 0, -0.220819, -0.171417
9.1000, 0, 1, 4, 7, 0, 1, 5, 1, 1, 0, -0.218329, -0.310260
9.2000, 0, 1, 5, 6, 0, 1, 4, 2, 1, 0, -0.178826, -0.148176
9.3000, 0, 1, 6, 5, 1, 0, 4, 2, 1, 0, -0.139409, -0.345555
9.4000, 0, 2, 5, 5, 1, 0, 4, 2, 1, 0, -0.160136, -0.264510
9.5000, 0, 2, 6, 4, 1, 0, 4, 2, 1, 0, -0.006938, -0.251275
9.6000, 0, 2, 6, 4, 1, 0, 4, 2, 1, 0, -0.041374, -0.091455
9.7000, 0, 1, 8, 3, 1, 0, 4, 2, 1, 0, -0.008697, -0.089574
9.8000, 0, 1, 10, 1, 1, 0, 4, 2, 1, 0, -0.020194, -0.109619
9.9000, 0, 2, 9, 1, 1, 0, 4, 2, 1, 0, -0.019291, -0.241256
10.0000, 0, 2, 9, 1, 1, 0, 3, 3, 1, 0, -0.032328, -0.114018
10.1000, 0, 2, 9, 1, 1, 0, 3, 3, 1, 0, -0.111838, -0.063687
10.2000, 0, 3, 8, 1, 1, 0, 3, 3, 1, 0, -0.092984, -0.086841
