timestamp\y, 1, 2, 3, 4, 5, Net X Velocity, Net Y Velocity
0.0000, 5, 5, 5, 5, 0, -0.479940, -0.127961
0.1000, 5, 5, 5, 5, 0, -0.436024, 0.096254
0.2000, 5, 5, 5, 5, 0, -0.522639, 0.092008
0.3000, 5, 5, 5, 5, 0, -0.489676, 0.045649
0.4000, 5, 5, 5, 5, 0, -0.547280, 0.086322
0.5000, 7, 3, 5, 4, 1, -0.478636, 0.104587
0.6000, 8, 2, 5, 2, 3, -0.452487, 0.103975
0.7000, 9, 1, 4, 3, 3, -0.267870, 0.098929
0.8000, 10, 0, 4, 3, 3, -0.238691, 0.078182
0.9000, 10, 0, 3, 4, 3, 0.005264, 0.070960
1.0000, 10, 0, 4, 3, 3, 0.250730, 0.244654
1.1000, 10, 0, 4, 3, 3, 0.091141, 0.222758
1.2000, 10, 0, 4, 2, 4, 0.080470, 0.032310
1.3000, 10, 0, 4, 2, 4, -0.033462, -0.067974
1.4000, 9, 1, 4, 3, 3, 0.009592, -0.154353
1.5000, 9, 1, 4, 3, 3, 0.044755, -0.212805
1.6000, 10, 0, 5, 2, 3, 0.126561, -0.247689
1.7000, 9, 1, 5, 2, 3, 0.378885, -0.225662
1.8000, 8, 2, 5, 2, 3, 0.516514, -0.122836
1.9000, 6, 4, 5, 3, 2, 0.648400, -0.071459
2.0000, 6, 4, 5, 4, 1, 0.715339, -0.012862
2.1000, 6, 4, 5, 4, 1, 0.692535, 0.149204
2.2000, 5, 5, 5, 4, 1, 0.721296, 0.237180
2.3000, 4, 6, 5, 4, 1, 0.638530, 0.254655
2.4000, 4, 6, 5, 4, 1, 0.638727, 0.201737
2.5000, 4, 6, 5, 4, 1, 0.712811, 0.221462
2.6000, 3, 7, 5, 4, 1, 0.551032, 0.205283
2.7000, 2, 9, 4, 4, 1, 0.493158, 0.183918
2.8000, 2, 9, 4, 4, 1, 0.411915, 0.079898
2.9000, 2, 9, 4, 4, 1, 0.318587, 0.061410
3.0000, 2, 9, 4, 4, 1, 0.238397, -0.081689
3.1000, 2, 9, 4, 4, 1, 0.040122, -0.107363
3.2000, 2, 9, 4, 4, 1, -0.072118, -0.338132
3.3000, 3, 8, 4, 5, 0, -0.090645, -0.602711
3.4000, 3, 8, 4, 5, 0, -0.112714, -0.681719
3.5000, 4, 7, 4, 5, 0, -0.145842, -0.740977
3.6000, 5, 7, 4, 4, 0, -0.206054, -0.658859
3.7000, 5, 7, 5, 3, 0, -0.189215, -0.733078
3.8000, 6, 7, 5, 2, 0, -0.251621, -0.738824
3.9000, 6, 9, 3, 2, 0, -0.256043, -0.770117
4.0000, 6, 9, 4, 1, 0, -0.278055, -0.709904
4.1000, 9, 6, 4, 1, 0, -0.157799, -0.519795
4.2000, 8, 7, 4, 1, 0, -0.186072, -0.601209
4.3000, 9, 6, 4, 1, 0, -0.192013, -0.541380
4.4000, 9, 6, 4, 1, 0, -0.196681, -0.553223
4.5000, 9, 6, 4, 1, 0, -0.133199, -0.411030
4.6000, 9, 7, 3, 1, 0, -0.143768, -0.303784
4.7000, 9, 8, 2, 1, 0, -0.304987, -0.280995
4.8000, 10, 7, 2, 1, 0, -0.280804, -0.190495
4.9000, 11, 6, 2, 1, 0, -0.394832, -0.142336
5.0000, 11, 6, 2, 1, 0, -0.524949, -0.040192
5.1000, 11, 6, 2, 1, 0, -0.530503, 0.074789
5.2000, 11, 6, 2, 1, 0, -0.556433, 0.069719
5.3000, 11, 6, 2, 1, 0, -0.595247, 0.021862
5.4000, 11, 6, 2, 1, 0, -0.660506, 0.042225
5.5000, 11, 6, 1, 2, 0, -0.689725, 0.067065
5.6000, 11, 6, 1, 2, 0, -0.649954, 0.097386
5.7000, 11, 6, 1, 1, 1, -0.608264, 0.273100
5.8000, 11, 6, 1, 1, 1, -0.510283, 0.338569
5.9000, 11, 5, 2, 1, 1, -0.449177, 0.461135
6.0000, 11, 5, 2, 1, 1, -0.370761, 0.408251
6.1000, 10, 6, 2, 1, 1, -0.360331, 0.442307
6.2000, 10, 6, 2, 1, 1, -0.261681, 0.416672
6.3000, 9, 7, 2, 1, 1, -0.382630, 0.524784
6.4000, 9, 7, 2, 1, 1, -0.349043, 0.468940
6.5000, 9, 5, 4, 0, 2, -0.305139, 0.451306
6.6000, 9, 5, 4, 0, 2, -0.347448, 0.619786
6.7000, 7, 7, 3, 1, 2, -0.353371, 0.628538
6.8000, 6, 6, 5, 1, 2, -0.332274, 0.650804
6.9000, 5, 7, 4, 2, 2, -0.363467, 0.649275
7.0000, 5, 7, 4, 2, 2, -0.211571, 0.624437
7.1000, 5, 7, 4, 2, 2, -0.224806, 0.709573
7.2000, 4, 6, 6, 2, 2, -0.252261, 0.763446
7.3000, 2, 8, 6, 2, 2, -0.207649, 0.763690
7.4000, 2, 8, 6, 2, 2, -0.133386, 0.801826
7.5000, 2, 7, 6, 3, 2, -0.063613, 0.899985
7.6000, 1, 8, 5, 4, 2, -0.035059, 0.805355
7.7000, 1, 8, 5, 3, 3, 0.010452, 0.854002
7.8000, 1, 7, 6, 3, 3, 0.019180, 0.800058
7.9000, 0, 7, 7, 2, 4, 0.036720, 0.821603
8.0000, 0, 7, 6, 3, 4, 0.109358, 0.734178
8.1000, 0, 7, 5, 4, 4, 0.225086, 0.742663
8.2000, 0, 7, 4, 5, 4, -0.035266, 0.810820
8.3000, 0, 5, 5, 6, 4, -0.070266, 0.677112
8.4000, 0, 3, 7, 6, 4, -0.144343, 0.702596
8.5000, 0, 2, 7, 7, 4, -0.140550, 0.703304
8.6000, 0, 2, 8, 4, 6, -0.131440, 0.672686
8.7000, 0, 2, 7, 5, 6, -0.136012, 0.684541
8.8000, 0, 1, 7, 6, 6, -0.120804, 0.674147
8.9000, 0, 1, 7, 6, 6, -0.165935, 0.644556
9.0000, 0, 2, 5, 7, 6, -0.220100, 0.346635
9.1000, 0, 2, 5, 7, 6, -0.265567, 0.389801
9.2000, 0, 2, 5, 6, 7, -0.229297, 0.237476
9.3000, 0, 2, 5, 6, 7, -0.220325, 0.262919
9.4000, 0, 2, 3, 7, 8, -0.108570, 0.295896
9.5000, 0, 2, 2, 7, 9, -0.012199, 0.407477
9.6000, 0, 2, 1, 8, 9, 0.040389, 0.446513
9.7000, 0, 2, 1, 8, 9, 0.002448, 0.442817
9.8000, 0, 2, 1, 7, 10, -0.063948, 0.174470
9.9000, 1, 1, 2, 6, 10, -0.095468, 0.257268
10.0000, 2, 0, 2, 4, 12, -0.060989, 0.290558
10.1000, 2, 0, 2, 4, 12, -0.188053, 0.097437
10.2000, 2, 0, 2, 4, 12, -0.140971, -0.002698
10.3000, 2, 0, 2, 4, 12, -0.183234, 0.085895
10.4000, 2, 0, 2, 3, 13, -0.200626, 0.115341
10.5000, 2, 0, 2, 2, 14, -0.238894, 0.172601
10.6000, 2, 0, 2, 2, 14, -0.213783, -0.125059
10.7000, 2, 0, 2, 3, 13, -0.151683, -0.327661
10.8000, 2, 0, 2, 3, 13, 0.103371, -0.579795
10.9000, 2, 2, 0, 3, 13, 0.272243, -0.300716
11.0000, 2, 2, 0, 3, 13, 0.244656, -0.102695
11.1000, 2, 2, 0, 3, 13, 0.231656, -0.078626
11.2000, 2, 2, 0, 3, 13, 0.322077, -0.065489
11.3000, 2, 2, 0, 3, 13, 0.360552, -0.145886
11.4000, 2, 2, 0, 3, 13, 0.364834, -0.236437
11.5000, 2, 2, 0, 3, 13, 0.459805, -0.260805
11.6000, 2, 2, 1, 2, 13, 0.468921, -0.295056
11.7000, 2, 2, 3, 0, 13, 0.290143, -0.142687
11.8000, 2, 2, 3, 0, 13, 0.292136, -0.286752
11.9000, 2, 2, 3, 0, 13, 0.318841, -0.290185
12.0000, 4, 0, 3, 0, 13, 0.391786, -0.241215
12.1000, 4, 0, 3, 0, 13, 0.439544, -0.130955
12.2000, 4, 0, 3, 0, 13, 0.311540, -0.168941
12.3000, 4, 0, 3, 0, 13, 0.403481, -0.231282
12.4000, 4, 0, 3, 0, 13, 0.330266, -0.141012
12.5000, 4, 0, 3, 0, 13, 0.143063, -0.199657
12.6000, 4, 0, 3, 0, 13, 0.191425, -0.325688
12.7000, 4, 1, 2, 2, 11, 0.384030, -0.318472
12.8000, 4, 1, 2, 2, 11, 0.330501, -0.357372
12.9000, 3, 3, 1, 3, 10, 0.424757, -0.351523
13.0000, 3, 4, 0, 3, 10, 0.501163, -0.352088
13.1000, 3, 4, 0, 4, 9, 0.509645, -0.252924
13.2000, 4, 3, 0, 5, 8, 0.539362, -0.145288
13.3000, 4, 3, 0, 5, 8, 0.583825, -0.143085
13.4000, 4, 3, 0, 5, 8, 0.532498, -0.019769
13.5000, 3, 4, 0, 5, 8, 0.561585, -0.025537
13.6000, 4, 3, 0, 5, 8, 0.584824, -0.106327
13.7000, 4, 3, 0, 5, 8, 0.649826, 0.071103
13.8000, 4, 2, 1, 5, 8, 0.510399, -0.018578
13.9000, 3, 3, 1, 5, 8, 0.634629, -0.110610
14.0000, 4, 3, 0, 5, 8, 0.505508, -0.087414
14.1000, 3, 3, 1, 5, 8, 0.555976, -0.135764
14.2000, 3, 3, 1, 5, 8, 0.522761, -0.171106
14.3000, 4, 2, 2, 4, 8, 0.534578, -0.053468
14.4000, 4, 2, 2, 5, 7, 0.523647, -0.020203
14.5000, 4, 2, 2, 5, 7, 0.598911, -0.059182
14.6000, 3, 3, 2, 4, 8, 0.615955, 0.005499
14.7000, 3, 3, 2, 4, 8, 0.535950, 0.049040
14.8000, 3, 2, 3, 3, 9, 0.407460, 0.076515
14.9000, 3, 2, 3, 4, 8, 0.263729, 0.122011
15.0000, 3, 2, 3, 3, 9, 0.377084, 0.015043
15.1000, 3, 2, 3, 3, 9, 0.314328, -0.087244
15.2000, 3, 2, 3, 4, 8, 0.364104, -0.068731
15.3000, 3, 3, 2, 4, 8, 0.483684, -0.043616
15.4000, 3, 2, 3, 4, 8, 0.354953, 0.001339
15.5000, 3, 3, 4, 2, 8, 0.402040, -0.035961
15.6000, 3, 3, 4, 2, 8, 0.280278, -0.118103
15.7000, 3, 3, 4, 2, 8, 0.292477, -0.173821
15.8000, 3, 3, 4, 2, 8, 0.285006, -0.139364
15.9000, 3, 3, 4, 2, 8, 0.208898, -0.215587
16.0000, 3, 3, 4, 2, 8, 0.110754, -0.211608
16.1000, 3, 3, 4, 2, 8, 0.165183, -0.348074
16.2000, 3, 3, 4, 3, 7, 0.263542, -0.313651
16.3000, 3, 3, 5, 2, 7, 0.317559, -0.331667
16.4000, 3, 2, 6, 2, 7, 0.286506, -0.321522
16.5000, 4, 1, 6, 2, 7, 0.140570, -0.175679
16.6000, 4, 2, 4, 5, 5, 0.117033, -0.145734
16.7000, 4, 2, 4, 6, 4, -0.159578, -0.058675
16.8000, 4, 2, 5, 5, 4, -0.231262, -0.364340
16.9000, 4, 2, 5, 5, 4, -0.108275, -0.598605
17.0000, 4, 2, 6, 4, 4, 0.052437, -0.688889
